"State","Date","Confirmed","Deaths"
"Washington","2021-08-26",546721,6471
"West Virginia","2021-08-26",183354,3049
"Wisconsin","2021-08-26",724717,8429
"Wyoming","2021-08-26",72995,835
"Alabama","2021-08-27",681828,12153
"Alaska","2021-08-27",86753,438
"Arizona","2021-08-27",1001871,18724
"Arkansas","2021-08-27",446430,6836
"California","2021-08-27",4390348,65629
"Colorado","2021-08-27",610127,7111
"Connecticut","2021-08-27",370708,8358
"Delaware","2021-08-27",118544,1875
"District of Columbia","2021-08-27",54556,1159
"Florida","2021-08-27",3223249,43979
"Georgia","2021-08-27",1369926,22553
"Hawaii","2021-08-27",59613,582
"Idaho","2021-08-27",217887,2327
"Illinois","2021-08-27",1508005,26322
"Indiana","2021-08-27",843700,14373
"Iowa","2021-08-27",400082,6268
"Kansas","2021-08-27",366668,5550
"Kentucky","2021-08-27",562623,7685
"Louisiana","2021-08-27",679796,12359
"Maine","2021-08-27",74966,928
"Maryland","2021-08-27",492547,9971
"Massachusetts","2021-08-27",753795,18219
"Michigan","2021-08-27",1054709,21520
"Minnesota","2021-08-27",644190,7892
"Mississippi","2021-08-27",427640,8279
"Missouri","2021-08-27",756615,10894
"Montana","2021-08-27",125616,1783
"Nebraska","2021-08-27",241671,2315
"Nevada","2021-08-27",386559,6433
"New Hampshire","2021-08-27",106525,1415
"New Jersey","2021-08-27",1084546,26826
"New Mexico","2021-08-27",229509,4505
"New York","2021-08-27",2260536,54152
"North Carolina","2021-08-27",1189296,14319
"North Dakota","2021-08-27",116305,1592
"Ohio","2021-08-27",1202728,21234
"Oklahoma","2021-08-27",542412,7812
"Oregon","2021-08-27",268401,3115
"Pennsylvania","2021-08-27",1288041,28180
"Rhode Island","2021-08-27",161701,2764
"South Carolina","2021-08-27",714265,10452
"South Dakota","2021-08-27",130776,2064
"Tennessee","2021-08-27",1021578,13338
"Texas","2021-08-27",3557337,56345
"Utah","2021-08-27",459875,2623
"Vermont","2021-08-27",27648,275
"Virginia","2021-08-27",754652,11769
"Washington","2021-08-27",550988,6507
"West Virginia","2021-08-27",184682,3054
"Wisconsin","2021-08-27",727353,8438
"Wyoming","2021-08-27",73467,835
"Alabama","2021-08-28",688018,12219
"Alaska","2021-08-28",86753,438
"Arizona","2021-08-28",1005764,18779
"Arkansas","2021-08-28",448596,6854
"California","2021-08-28",4404661,65690
"Colorado","2021-08-28",610127,7111
"Connecticut","2021-08-28",370708,8358
"Delaware","2021-08-28",118926,1877
"District of Columbia","2021-08-28",54556,1159
"Florida","2021-08-28",3223249,43979
"Georgia","2021-08-28",1369926,22553
"Hawaii","2021-08-28",60551,587
"Idaho","2021-08-28",217887,2327
"Illinois","2021-08-28",1508005,26322
"Indiana","2021-08-28",843700,14373
"Iowa","2021-08-28",402725,6268
"Kansas","2021-08-28",366746,5550
"Kentucky","2021-08-28",562623,7685
"Louisiana","2021-08-28",679796,12359
"Maine","2021-08-28",75381,930
"Maryland","2021-08-28",493915,9983
"Massachusetts","2021-08-28",753795,18219
"Michigan","2021-08-28",1054709,21520
"Minnesota","2021-08-28",644190,7892
"Mississippi","2021-08-28",427640,8279
"Missouri","2021-08-28",759065,10908
"Montana","2021-08-28",125616,1783
"Nebraska","2021-08-28",242498,2319
"Nevada","2021-08-28",386559,6433
"New Hampshire","2021-08-28",106525,1415
"New Jersey","2021-08-28",1086480,26844
"New Mexico","2021-08-28",229509,4505
"New York","2021-08-28",2262893,54159
"North Carolina","2021-08-28",1189296,14319
"North Dakota","2021-08-28",116666,1592
"Ohio","2021-08-28",1207932,21265
"Oklahoma","2021-08-28",542412,7812
"Oregon","2021-08-28",268401,3115
"Pennsylvania","2021-08-28",1291324,28205
"Rhode Island","2021-08-28",161701,2764
"South Carolina","2021-08-28",714265,10452
"South Dakota","2021-08-28",130776,2064
"Tennessee","2021-08-28",1021578,13338
"Texas","2021-08-28",3566549,56577
"Utah","2021-08-28",459875,2623
"Vermont","2021-08-28",27835,275
"Virginia","2021-08-28",754652,11769
"Washington","2021-08-28",550988,6507
"West Virginia","2021-08-28",186293,3064
"Wisconsin","2021-08-28",727353,8438
"Wyoming","2021-08-28",73467,835
"Alabama","2021-08-29",691451,12222
"Alaska","2021-08-29",86753,438
"Arizona","2021-08-29",1007854,18787
"Arkansas","2021-08-29",449383,6879
"California","2021-08-29",4415956,65757
"Colorado","2021-08-29",610127,7111
"Connecticut","2021-08-29",370708,8358
"Delaware","2021-08-29",119226,1877
"District of Columbia","2021-08-29",54556,1159
"Florida","2021-08-29",3223249,43979
"Georgia","2021-08-29",1369926,22553
"Hawaii","2021-08-29",62229,589
"Idaho","2021-08-29",217887,2327
"Illinois","2021-08-29",1508005,26322
"Indiana","2021-08-29",843700,14373
"Iowa","2021-08-29",402725,6268
"Kansas","2021-08-29",366746,5550
"Kentucky","2021-08-29",562623,7685
"Louisiana","2021-08-29",679796,12359
"Maine","2021-08-29",75381,930
"Maryland","2021-08-29",494982,9995
"Massachusetts","2021-08-29",753795,18219
"Michigan","2021-08-29",1054709,21520
"Minnesota","2021-08-29",644190,7892
"Mississippi","2021-08-29",427640,8279
"Missouri","2021-08-29",760234,10913
"Montana","2021-08-29",125616,1783
"Nebraska","2021-08-29",242498,2319
"Nevada","2021-08-29",386559,6433
"New Hampshire","2021-08-29",106525,1415
"New Jersey","2021-08-29",1088330,26849
"New Mexico","2021-08-29",229509,4505
"New York","2021-08-29",2269038,54199
"North Carolina","2021-08-29",1189296,14319
"North Dakota","2021-08-29",116838,1592
"Ohio","2021-08-29",1211895,21289
"Oklahoma","2021-08-29",542412,7812
"Oregon","2021-08-29",268401,3115
"Pennsylvania","2021-08-29",1293764,28209
"Rhode Island","2021-08-29",161701,2764
"South Carolina","2021-08-29",714265,10452
"South Dakota","2021-08-29",130776,2064
"Tennessee","2021-08-29",1021578,13338
"Texas","2021-08-29",3570135,56685
"Utah","2021-08-29",459875,2623
"Vermont","2021-08-29",27972,275
"Virginia","2021-08-29",754652,11769
"Washington","2021-08-29",550988,6507
"West Virginia","2021-08-29",187519,3064
"Wisconsin","2021-08-29",727353,8438
"Wyoming","2021-08-29",73467,835
"Alabama","2021-08-30",694523,12222
"Alaska","2021-08-30",87908,438
"Arizona","2021-08-30",1011101,18787
"Arkansas","2021-08-30",450265,6912
"California","2021-08-30",4428707,65814
"Colorado","2021-08-30",613730,7129
"Connecticut","2021-08-30",372069,8358
"Delaware","2021-08-30",119620,1877
"District of Columbia","2021-08-30",55253,1159
"Florida","2021-08-30",3231846,44553
"Georgia","2021-08-30",1393061,22641
"Hawaii","2021-08-30",62949,589
"Idaho","2021-08-30",220163,2331
"Illinois","2021-08-30",1518071,26360
"Indiana","2021-08-30",855031,14419
"Iowa","2021-08-30",402725,6268
"Kansas","2021-08-30",369890,5560
"Kentucky","2021-08-30",572517,7741
"Louisiana","2021-08-30",679796,12359
"Maine","2021-08-30",75381,930
"Maryland","2021-08-30",495924,10004
"Massachusetts","2021-08-30",758094,18229
"Michigan","2021-08-30",1060343,21547
"Minnesota","2021-08-30",646094,7898
"Mississippi","2021-08-30",435611,8361
"Missouri","2021-08-30",762397,10914
"Montana","2021-08-30",126338,1787
"Nebraska","2021-08-30",242498,2319
"Nevada","2021-08-30",389358,6479
"New Hampshire","2021-08-30",107474,1416
"New Jersey","2021-08-30",1089838,26864
"New Mexico","2021-08-30",231785,4512
"New York","2021-08-30",2274680,54230
"North Carolina","2021-08-30",1208303,14412
"North Dakota","2021-08-30",116977,1592
"Ohio","2021-08-30",1214986,21323
"Oklahoma","2021-08-30",550239,7812
"Oregon","2021-08-30",273896,3155
"Pennsylvania","2021-08-30",1297119,28214
"Rhode Island","2021-08-30",162325,2769
"South Carolina","2021-08-30",730685,10562
"South Dakota","2021-08-30",131239,2069
"Tennessee","2021-08-30",1042123,13422
"Texas","2021-08-30",3592504,56808
"Utah","2021-08-30",463204,2628
"Vermont","2021-08-30",28044,275
"Virginia","2021-08-30",762948,11810
"Washington","2021-08-30",559762,6534
"West Virginia","2021-08-30",188660,3074
"Wisconsin","2021-08-30",731409,8445
"Wyoming","2021-08-30",74756,835
"Alabama","2021-08-31",699729,12283
"Alaska","2021-08-31",88547,444
"Arizona","2021-08-31",1011923,18786
"Arkansas","2021-08-31",452891,6934
"California","2021-08-31",4452879,65873
"Colorado","2021-08-31",615878,7142
"Connecticut","2021-08-31",373072,8358
"Delaware","2021-08-31",119852,1880
"District of Columbia","2021-08-31",55431,1160
"Florida","2021-08-31",3250454,44561
"Georgia","2021-08-31",1403582,22740
"Hawaii","2021-08-31",63502,589
"Idaho","2021-08-31",221389,2363
"Illinois","2021-08-31",1522942,26386
"Indiana","2021-08-31",858566,14491
"Iowa","2021-08-31",404747,6268
"Kansas","2021-08-31",369916,5560
"Kentucky","2021-08-31",577051,7764
"Louisiana","2021-08-31",679796,12359
"Maine","2021-08-31",75856,932
"Maryland","2021-08-31",497002,10014
"Massachusetts","2021-08-31",759869,18246
"Michigan","2021-08-31",1060343,21547
"Minnesota","2021-08-31",649964,7904
"Mississippi","2021-08-31",436722,8409
"Missouri","2021-08-31",763799,11048
"Montana","2021-08-31",127227,1800
"Nebraska","2021-08-31",244254,2322
"Nevada","2021-08-31",390600,6510
"New Hampshire","2021-08-31",107689,1417
"New Jersey","2021-08-31",1091966,26882
"New Mexico","2021-08-31",232614,4518
"New York","2021-08-31",2278590,54254
"North Carolina","2021-08-31",1213654,14468
"North Dakota","2021-08-31",117497,1592
"Ohio","2021-08-31",1220900,21356
"Oklahoma","2021-08-31",551958,7812
"Oregon","2021-08-31",276287,3198
"Pennsylvania","2021-08-31",1300368,28235
"Rhode Island","2021-08-31",162617,2770
"South Carolina","2021-08-31",735287,10598
"South Dakota","2021-08-31",132259,2071
"Tennessee","2021-08-31",1051809,13478
"Texas","2021-08-31",3612246,57044
"Utah","2021-08-31",464422,2634
"Vermont","2021-08-31",28200,276
"Virginia","2021-08-31",766435,11842
"Washington","2021-08-31",563041,6574
"West Virginia","2021-08-31",189690,3084
"Wisconsin","2021-08-31",733940,8462
"Wyoming","2021-08-31",75136,858
"Alabama","2021-09-01",704420,12291
"Alaska","2021-09-01",89345,448
"Arizona","2021-09-01",1016663,18853
"Arkansas","2021-09-01",455781,6969
"California","2021-09-01",4464801,66036
"Colorado","2021-09-01",618072,7151
"Connecticut","2021-09-01",373784,8358
"Delaware","2021-09-01",120180,1887
"District of Columbia","2021-09-01",55570,1161
"Florida","2021-09-01",3269502,44571
"Georgia","2021-09-01",1413284,22870
"Hawaii","2021-09-01",63957,602
"Idaho","2021-09-01",222552,2371
"Illinois","2021-09-01",1528120,26412
"Indiana","2021-09-01",863299,14520
"Iowa","2021-09-01",408390,6307
"Kansas","2021-09-01",374122,5584
"Kentucky","2021-09-01",581982,7776
"Louisiana","2021-09-01",692176,12582
"Maine","2021-09-01",76290,934
"Maryland","2021-09-01",498376,10024
"Massachusetts","2021-09-01",761906,18257
"Michigan","2021-09-01",1065671,21616
"Minnesota","2021-09-01",651388,7910
"Mississippi","2021-09-01",439661,8490
"Missouri","2021-09-01",766882,11089
"Montana","2021-09-01",128098,1803
"Nebraska","2021-09-01",244254,2322
"Nevada","2021-09-01",392052,6539
"New Hampshire","2021-09-01",108021,1420
"New Jersey","2021-09-01",1094249,26902
"New Mexico","2021-09-01",233487,4529
"New York","2021-09-01",2282836,54282
"North Carolina","2021-09-01",1220902,14529
"North Dakota","2021-09-01",117955,1593
"Ohio","2021-09-01",1228002,21396
"Oklahoma","2021-09-01",554496,8001
"Oregon","2021-09-01",279087,3221
"Pennsylvania","2021-09-01",1303699,28235
"Rhode Island","2021-09-01",162969,2772
"South Carolina","2021-09-01",740634,10684
"South Dakota","2021-09-01",132837,2071
"Tennessee","2021-09-01",1061228,13510
"Texas","2021-09-01",3639659,57381
"Utah","2021-09-01",466107,2640
"Vermont","2021-09-01",28399,277
"Virginia","2021-09-01",769842,11861
"Washington","2021-09-01",567104,6611
"West Virginia","2021-09-01",191156,3106
"Wisconsin","2021-09-01",736263,8496
"Wyoming","2021-09-01",76007,858
"Alabama","2021-09-02",709732,12330
"Alaska","2021-09-02",90060,448
"Arizona","2021-09-02",1020133,18879
"Arkansas","2021-09-02",458234,7003
"California","2021-09-02",4477316,66182
"Colorado","2021-09-02",620268,7170
"Connecticut","2021-09-02",374470,8394
"Delaware","2021-09-02",120727,1888
"District of Columbia","2021-09-02",55718,1161
"Florida","2021-09-02",3291225,45909
"Georgia","2021-09-02",1421696,23006
"Hawaii","2021-09-02",65025,606
"Idaho","2021-09-02",224156,2379
"Illinois","2021-09-02",1532344,26463
"Indiana","2021-09-02",868451,14545
"Iowa","2021-09-02",408390,6307
"Kansas","2021-09-02",374148,5585
"Kentucky","2021-09-02",587414,7821
"Louisiana","2021-09-02",694275,12656
"Maine","2021-09-02",76913,937
"Maryland","2021-09-02",499648,10040
"Massachusetts","2021-09-02",763673,18272
"Michigan","2021-09-02",1065671,21616
"Minnesota","2021-09-02",653288,7932
"Mississippi","2021-09-02",443511,8507
"Missouri","2021-09-02",769986,11104
"Montana","2021-09-02",128835,1807
"Nebraska","2021-09-02",246218,2339
"Nevada","2021-09-02",393188,6565
"New Hampshire","2021-09-02",108319,1421
"New Jersey","2021-09-02",1096791,26919
"New Mexico","2021-09-02",234475,4544
"New York","2021-09-02",2288001,54333
"North Carolina","2021-09-02",1228803,14625
"North Dakota","2021-09-02",118491,1594
"Ohio","2021-09-02",1235089,21435
"Oklahoma","2021-09-02",557770,8001
"Oregon","2021-09-02",281513,3248
"Pennsylvania","2021-09-02",1308284,28325
"Rhode Island","2021-09-02",163388,2772
"South Carolina","2021-09-02",746157,10743
"South Dakota","2021-09-02",133372,2073
"Tennessee","2021-09-02",1064427,13547
"Texas","2021-09-02",3661241,57704
"Utah","2021-09-02",467794,2652
"Vermont","2021-09-02",28542,279
"Virginia","2021-09-02",774097,11879
"Washington","2021-09-02",571468,6643
"West Virginia","2021-09-02",192788,3117
"Wisconsin","2021-09-02",738935,8509
"Wyoming","2021-09-02",76602,858
"Alabama","2021-09-03",714860,12394
"Alaska","2021-09-03",90642,448
"Arizona","2021-09-03",1023935,18959
"Arkansas","2021-09-03",460363,7022
"California","2021-09-03",4489790,66301
"Colorado","2021-09-03",622344,7194
"Connecticut","2021-09-03",375135,8394
"Delaware","2021-09-03",121283,1888
"District of Columbia","2021-09-03",55918,1162
"Florida","2021-09-03",3352451,46324
"Georgia","2021-09-03",1433714,23120
"Hawaii","2021-09-03",65890,613
"Idaho","2021-09-03",225544,2379
"Illinois","2021-09-03",1538324,26500
"Indiana","2021-09-03",873480,14570
"Iowa","2021-09-03",408390,6307
"Kansas","2021-09-03",378080,5635
"Kentucky","2021-09-03",592489,7845
"Louisiana","2021-09-03",696900,12707
"Maine","2021-09-03",77578,940
"Maryland","2021-09-03",501035,10051
"Massachusetts","2021-09-03",765584,18286
"Michigan","2021-09-03",1070963,21672
"Minnesota","2021-09-03",655418,7937
"Mississippi","2021-09-03",446863,8540
"Missouri","2021-09-03",772726,11123
"Montana","2021-09-03",129487,1811
"Nebraska","2021-09-03",247320,2347
"Nevada","2021-09-03",394595,6583
"New Hampshire","2021-09-03",108713,1426
"New Jersey","2021-09-03",1098526,26929
"New Mexico","2021-09-03",235390,4552
"New York","2021-09-03",2293966,54361
"North Carolina","2021-09-03",1237393,14708
"North Dakota","2021-09-03",118931,1596
"Ohio","2021-09-03",1241268,21470
"Oklahoma","2021-09-03",560850,8001
"Oregon","2021-09-03",283873,3272
"Pennsylvania","2021-09-03",1311722,28352
"Rhode Island","2021-09-03",163742,2773
"South Carolina","2021-09-03",752378,10781
"South Dakota","2021-09-03",133855,2074
"Tennessee","2021-09-03",1071125,13622
"Texas","2021-09-03",3686502,57995
"Utah","2021-09-03",469429,2658
"Vermont","2021-09-03",28703,280
"Virginia","2021-09-03",778167,11899
"Washington","2021-09-03",575490,6691
"West Virginia","2021-09-03",194505,3117
"Wisconsin","2021-09-03",741235,8521
"Wyoming","2021-09-03",77206,858
"Alabama","2021-09-04",719280,12414
"Alaska","2021-09-04",90642,448
"Arizona","2021-09-04",1027359,18997
"Arkansas","2021-09-04",462723,7038
"California","2021-09-04",4501117,66383
"Colorado","2021-09-04",622344,7194
"Connecticut","2021-09-04",375135,8394
"Delaware","2021-09-04",121744,1891
"District of Columbia","2021-09-04",55918,1162
"Florida","2021-09-04",3352451,46324
"Georgia","2021-09-04",1433714,23120
"Hawaii","2021-09-04",66778,614
"Idaho","2021-09-04",225544,2379
"Illinois","2021-09-04",1538324,26500
"Indiana","2021-09-04",873480,14570
"Iowa","2021-09-04",411577,6307
"Kansas","2021-09-04",378080,5635
"Kentucky","2021-09-04",592489,7845
"Louisiana","2021-09-04",696900,12707
"Maine","2021-09-04",78069,940
"Maryland","2021-09-04",502229,10061
"Massachusetts","2021-09-04",765584,18286
"Michigan","2021-09-04",1070963,21672
"Minnesota","2021-09-04",655418,7937
"Mississippi","2021-09-04",446863,8540
"Missouri","2021-09-04",775256,11130
"Montana","2021-09-04",129487,1811
"Nebraska","2021-09-04",247320,2347
"Nevada","2021-09-04",394595,6583
"New Hampshire","2021-09-04",108713,1426
"New Jersey","2021-09-04",1100774,26942
"New Mexico","2021-09-04",235390,4552
"New York","2021-09-04",2297642,54378
"North Carolina","2021-09-04",1237393,14708
"North Dakota","2021-09-04",119394,1596
"Ohio","2021-09-04",1247637,21504
"Oklahoma","2021-09-04",560850,8001
"Oregon","2021-09-04",283873,3272
"Pennsylvania","2021-09-04",1315748,28378
"Rhode Island","2021-09-04",163742,2773
"South Carolina","2021-09-04",752378,10781
"South Dakota","2021-09-04",133855,2074
"Tennessee","2021-09-04",1071125,13622
"Texas","2021-09-04",3701024,58272
"Utah","2021-09-04",469429,2658
"Vermont","2021-09-04",28884,281
"Virginia","2021-09-04",778167,11899
"Washington","2021-09-04",575490,6691
"West Virginia","2021-09-04",196484,3124
"Wisconsin","2021-09-04",741235,8521
"Wyoming","2021-09-04",77206,858
"Alabama","2021-09-05",722122,12415
"Alaska","2021-09-05",90642,448
"Arizona","2021-09-05",1030430,18998
"Arkansas","2021-09-05",463795,7057
"California","2021-09-05",4509538,66470
"Colorado","2021-09-05",622344,7194
"Connecticut","2021-09-05",375135,8394
"Delaware","2021-09-05",122111,1891
"District of Columbia","2021-09-05",55918,1162
"Florida","2021-09-05",3352451,46324
"Georgia","2021-09-05",1433714,23120
"Hawaii","2021-09-05",67509,624
"Idaho","2021-09-05",225544,2379
"Illinois","2021-09-05",1538324,26500
"Indiana","2021-09-05",873480,14570
"Iowa","2021-09-05",411577,6307
"Kansas","2021-09-05",378080,5635
"Kentucky","2021-09-05",592489,7845
"Louisiana","2021-09-05",696900,12707
"Maine","2021-09-05",78071,940
"Maryland","2021-09-05",503034,10073
"Massachusetts","2021-09-05",765584,18286
"Michigan","2021-09-05",1070963,21672
"Minnesota","2021-09-05",655418,7937
"Mississippi","2021-09-05",446863,8540
"Missouri","2021-09-05",776752,11138
"Montana","2021-09-05",129487,1811
"Nebraska","2021-09-05",247320,2347
"Nevada","2021-09-05",394595,6583
"New Hampshire","2021-09-05",108713,1426
"New Jersey","2021-09-05",1102488,26948
"New Mexico","2021-09-05",235390,4552
"New York","2021-09-05",2303739,54420
"North Carolina","2021-09-05",1237393,14708
"North Dakota","2021-09-05",119556,1596
"Ohio","2021-09-05",1253198,21535
"Oklahoma","2021-09-05",560850,8001
"Oregon","2021-09-05",283873,3272
"Pennsylvania","2021-09-05",1318603,28393
"Rhode Island","2021-09-05",163742,2773
"South Carolina","2021-09-05",752378,10781
"South Dakota","2021-09-05",133855,2074
"Tennessee","2021-09-05",1071125,13622
"Texas","2021-09-05",3703715,58420
"Utah","2021-09-05",469429,2658
"Vermont","2021-09-05",28994,282
"Virginia","2021-09-05",778167,11899
"Washington","2021-09-05",575490,6691
"West Virginia","2021-09-05",197984,3124
"Wisconsin","2021-09-05",741235,8521
"Wyoming","2021-09-05",77206,858
"Alabama","2021-09-06",724688,12416
"Alaska","2021-09-06",90642,448
"Arizona","2021-09-06",1032808,18999
"Arkansas","2021-09-06",464732,7070
"California","2021-09-06",4516720,66492
"Colorado","2021-09-06",627415,7225
"Connecticut","2021-09-06",375135,8394
"Delaware","2021-09-06",122370,1891
"District of Columbia","2021-09-06",55918,1162
"Florida","2021-09-06",3352451,46324
"Georgia","2021-09-06",1433714,23120
"Hawaii","2021-09-06",68265,626
"Idaho","2021-09-06",225544,2379
"Illinois","2021-09-06",1538324,26500
"Indiana","2021-09-06",873480,14570
"Iowa","2021-09-06",411577,6307
"Kansas","2021-09-06",378080,5635
"Kentucky","2021-09-06",592489,7845
"Louisiana","2021-09-06",696900,12707
"Maine","2021-09-06",78071,940
"Maryland","2021-09-06",504061,10087
"Massachusetts","2021-09-06",765584,18286
"Michigan","2021-09-06",1070963,21672
"Minnesota","2021-09-06",655418,7937
"Mississippi","2021-09-06",452644,8664
"Missouri","2021-09-06",777915,11140
"Montana","2021-09-06",129487,1811
"Nebraska","2021-09-06",247320,2347
"Nevada","2021-09-06",394595,6583
"New Hampshire","2021-09-06",108713,1426
"New Jersey","2021-09-06",1104439,26952
"New Mexico","2021-09-06",235390,4552
"New York","2021-09-06",2307414,54449
"North Carolina","2021-09-06",1237393,14708
"North Dakota","2021-09-06",119692,1596
"Ohio","2021-09-06",1257142,21554
"Oklahoma","2021-09-06",560850,8001
"Oregon","2021-09-06",283873,3272
"Pennsylvania","2021-09-06",1320850,28396
"Rhode Island","2021-09-06",163742,2773
"South Carolina","2021-09-06",769402,10945
"South Dakota","2021-09-06",133855,2074
"Tennessee","2021-09-06",1071125,13622
"Texas","2021-09-06",3708013,58467
"Utah","2021-09-06",469429,2658
"Vermont","2021-09-06",29125,282
"Virginia","2021-09-06",786910,11929
"Washington","2021-09-06",575490,6691
"West Virginia","2021-09-06",199300,3148
"Wisconsin","2021-09-06",745707,8536
"Wyoming","2021-09-06",77206,858
"Alabama","2021-09-07",727360,12420
"Alaska","2021-09-07",92790,450
"Arizona","2021-09-07",1034790,19053
"Arkansas","2021-09-07",465315,7108
"California","2021-09-07",4527890,66540
"Colorado","2021-09-07",629259,7226
"Connecticut","2021-09-07",376747,8395
"Delaware","2021-09-07",122718,1891
"District of Columbia","2021-09-07",56569,1163
"Florida","2021-09-07",3364998,46973
"Georgia","2021-09-07",1459658,23342
"Hawaii","2021-09-07",68764,626
"Idaho","2021-09-07",228071,2409
"Illinois","2021-09-07",1550375,26566
"Indiana","2021-09-07",886461,14623
"Iowa","2021-09-07",414784,6307
"Kansas","2021-09-07",378117,5635
"Kentucky","2021-09-07",605468,7905
"Louisiana","2021-09-07",702432,12779
"Maine","2021-09-07",78071,940
"Maryland","2021-09-07",504856,10094
"Massachusetts","2021-09-07",771267,18298
"Michigan","2021-09-07",1077871,21704
"Minnesota","2021-09-07",657492,7949
"Mississippi","2021-09-07",453348,8685
"Missouri","2021-09-07",779030,11145
"Montana","2021-09-07",130705,1814
"Nebraska","2021-09-07",249108,2348
"Nevada","2021-09-07",397788,6604
"New Hampshire","2021-09-07",109716,1430
"New Jersey","2021-09-07",1104793,26978
"New Mexico","2021-09-07",237889,4562
"New York","2021-09-07",2310662,54481
"North Carolina","2021-09-07",1262581,14831
"North Dakota","2021-09-07",119963,1596
"Ohio","2021-09-07",1262018,21587
"Oklahoma","2021-09-07",570923,8001
"Oregon","2021-09-07",289388,3312
"Pennsylvania","2021-09-07",1324720,28408
"Rhode Island","2021-09-07",164648,2778
"South Carolina","2021-09-07",773185,10972
"South Dakota","2021-09-07",134308,2075
"Tennessee","2021-09-07",1109923,13714
"Texas","2021-09-07",3727663,58638
"Utah","2021-09-07",474086,2685
"Vermont","2021-09-07",29325,282
"Virginia","2021-09-07",788917,11947
"Washington","2021-09-07",586694,6743
"West Virginia","2021-09-07",200308,3151
"Wisconsin","2021-09-07",746566,8537
"Wyoming","2021-09-07",78495,879
"Alabama","2021-09-08",732151,12488
"Alaska","2021-09-08",93632,456
"Arizona","2021-09-08",1037012,19079
"Arkansas","2021-09-08",467496,7142
"California","2021-09-08",4536550,66651
"Colorado","2021-09-08",630799,7242
"Connecticut","2021-09-08",377682,8415
"Delaware","2021-09-08",122956,1894
"District of Columbia","2021-09-08",56694,1163
"Florida","2021-09-08",3378772,46977
"Georgia","2021-09-08",1468410,23392
"Hawaii","2021-09-08",69144,626
"Idaho","2021-09-08",229597,2426
"Illinois","2021-09-08",1554336,26627
"Indiana","2021-09-08",889362,14709
"Iowa","2021-09-08",417152,6337
"Kansas","2021-09-08",383795,5697
"Kentucky","2021-09-08",609924,7935
"Louisiana","2021-09-08",705498,12915
"Maine","2021-09-08",78803,946
"Maryland","2021-09-08",505557,10115
"Massachusetts","2021-09-08",772742,18314
"Michigan","2021-09-08",1081179,21758
"Minnesota","2021-09-08",663248,7958
"Mississippi","2021-09-08",455282,8787
"Missouri","2021-09-08",781592,11291
"Montana","2021-09-08",131752,1828
"Nebraska","2021-09-08",250264,2353
"Nevada","2021-09-08",399234,6637
"New Hampshire","2021-09-08",110256,1431
"New Jersey","2021-09-08",1108291,27007
"New Mexico","2021-09-08",238430,4577
"New York","2021-09-08",2313361,54500
"North Carolina","2021-09-08",1267333,14894
"North Dakota","2021-09-08",120602,1599
"Ohio","2021-09-08",1268841,21616
"Oklahoma","2021-09-08",572223,8208
"Oregon","2021-09-08",291978,3373
"Pennsylvania","2021-09-08",1329111,28446
"Rhode Island","2021-09-08",164725,2780
"South Carolina","2021-09-08",776342,10996
"South Dakota","2021-09-08",135538,2078
"Tennessee","2021-09-08",1115345,13797
"Texas","2021-09-08",3768545,58927
"Utah","2021-09-08",475625,2693
"Vermont","2021-09-08",29436,282
"Virginia","2021-09-08",793396,11977
"Washington","2021-09-08",590281,6791
"West Virginia","2021-09-08",201660,3169
"Wisconsin","2021-09-08",749099,8557
"Wyoming","2021-09-08",79297,879
"Alabama","2021-09-09",736518,12552
"Alaska","2021-09-09",94474,456
"Arizona","2021-09-09",1039492,19141
"Arkansas","2021-09-09",469977,7169
"California","2021-09-09",4544370,66791
"Colorado","2021-09-09",632699,7254
"Connecticut","2021-09-09",378308,8416
"Delaware","2021-09-09",123308,1900
"District of Columbia","2021-09-09",56859,1164
"Florida","2021-09-09",3391158,48273
"Georgia","2021-09-09",1475996,23585
"Hawaii","2021-09-09",69573,633
"Idaho","2021-09-09",231056,2447
"Illinois","2021-09-09",1559077,26648
"Indiana","2021-09-09",894516,14759
"Iowa","2021-09-09",417152,6337
"Kansas","2021-09-09",383830,5697
"Kentucky","2021-09-09",615168,7971
"Louisiana","2021-09-09",710401,12992
"Maine","2021-09-09",79423,951
"Maryland","2021-09-09",506464,10124
"Massachusetts","2021-09-09",775149,18332
"Michigan","2021-09-09",1081179,21758
"Minnesota","2021-09-09",664459,7967
"Mississippi","2021-09-09",458420,8870
"Missouri","2021-09-09",784110,11320
"Montana","2021-09-09",132750,1830
"Nebraska","2021-09-09",251219,2353
"Nevada","2021-09-09",400349,6681
"New Hampshire","2021-09-09",110779,1436
"New Jersey","2021-09-09",1110501,27024
"New Mexico","2021-09-09",239006,4585
"New York","2021-09-09",2319680,54569
"North Carolina","2021-09-09",1273623,15004
"North Dakota","2021-09-09",121217,1603
"Ohio","2021-09-09",1276738,21647
"Oklahoma","2021-09-09",574685,8208
"Oregon","2021-09-09",294392,3394
"Pennsylvania","2021-09-09",1333308,28498
"Rhode Island","2021-09-09",165454,2787
"South Carolina","2021-09-09",779898,11050
"South Dakota","2021-09-09",136157,2080
"Tennessee","2021-09-09",1119545,13872
"Texas","2021-09-09",3793204,59338
"Utah","2021-09-09",477790,2703
"Vermont","2021-09-09",29588,283
"Virginia","2021-09-09",797348,12010
